Unnamed: 0,Unit ID,Plant name,State,Region,Ownership,Age grouping,Age,Capacity,Avg daily generation,Actual avg PLF,Target PLF,Coeff of variation,Daily actual coal consumption - calc (tons/MW),Annual actual coal consumption (tons),Daily target coal consumption at 85%(tons/MW),Daily target generation,Not contracted in MERIT,Import share,Imported coal,Target SHR,Actual SHR,Efficiency,Actual coal used,Plant status,Wtd GCV,Pithead plant,Total,Auxiliary consumption (%),"Actual aux, MU",VC  - ACTUAL,Variation,TOTAL VC - ACTUAL,TOTAL VC - TARGET,INR/Mcal,FGD status - Jun 2020,Retirement by 2022,Retirement by 2027,Actual coal cost (INR crore),Target coal cost (INR crore),wtd PLF,FGD status - Feb 2021,Actual energy,Actual energy-coal cost,Actual energy-transport cost,Actual SHR.1,Actual INR/Mcal,Actual-cons,Actual age,Actual aux,Boiler design,bws_score,coal_price,avg_max_temp
79,DERANG TPP2,DERANG TPP,Odisha,ER,PVT SECTOR, 5-10 years,5.33880903490759,600.0,5.02202952527898,0.3487520503665958,0.85,0.15,4.456480028546256,975969.12625163,11.430493126180698,12.24,Contracted,0.0010423923581497,1017.3427589948068,2622.4074811616874,2788.105617369541,0.3279429326593565,1448694.6550544894,Operational,2116682.601938889,N,975969.12625163,0.0598667116011579,0.3006523932423769,1.7647700223929832,0.1985190472659964,323.48954125914554,780.8408570227365,0.518096270745668,Technical Bid evaluation un,N,N,448.69355485894175,1028.5915238106547,209.2512302199575,Technical specification prep,264.784045837246,208.6642334197873,56.119812417458746,1435199.7448276666,4919623.600088337,3273075.099908661,198526.9113178916,849957.5444015022,1,0.0837909368365761,1.66,41.32
80,OP JINDAL TPS24,OP JINDAL TPS2,Chhattisgarh,WR,PVT SECTOR, 5-10 years,5.1772758384668,600.0,3.1952090494815,0.2218895173251041,0.85,0.15,2.686286983582808,588296.8494046349,11.425376562183436,12.24,Contracted,0.0085516716266012,5030.921475072518,2622.8662898605903,2830.50152585101,0.3278855667650944,844408.2238792792,Operational,2345602.043765348,N,588296.8494046349,0.0578037096947538,0.1846949363102788,1.9278504605172448,0.2277195878081812,224.83581116844988,851.7782521424986,0.6057652162997345,Unknown,N,N,262.8867726456724,933.1761554099248,133.1337103950625,Bid opened,199.96770734006049,131.31415742748138,68.65354991257911,927014.51922196,3659702.290859307,2082456.7291407464,122488.78287315796,522140.711526356,1,0.1399765094174352,1.59,43.4
81,OP JINDAL TPS23,OP JINDAL TPS2,Chhattisgarh,WR,PVT SECTOR, 5-10 years,5.33880903490759,600.0,6.78992601508075,0.4715226399361632,0.85,0.15,6.164624072404518,1350052.6718565894,11.430493126180698,12.24,Contracted,0.0085516716266012,11545.207128333186,2624.100490224724,2749.2142053138587,0.3277313514492545,1742863.6207170286,Operational,2345602.043765348,N,1350052.6718565894,0.0578037096947538,0.3924829122245842,1.9207145827152328,0.1377256285686065,476.0151118143941,852.369127130152,0.6057652162997345,Unknown,N,N,542.5998698910753,933.615265232358,282.91358396169795,Bid opened,412.734543062677,271.03320573318507,141.7013373294919,1913363.5080032372,7776989.676524795,4425290.145809782,268414.00136453775,1109566.4621070377,1,0.1399765094174352,1.59,43.4
82,SHREE SINGAJI TPP2,SHREE SINGAJI TPP,Madhya Pradesh,WR,STATE SECTOR, 5-10 years,5.59069130732375,600.0,6.96417589350857,0.4836233259380951,0.85,0.15,7.230714017933979,1583526.3699275414,12.32822259715948,12.24,Contracted,0.0024167248138043,3826.9474715174633,2624.6418479321164,2745.7554247287694,0.3276637536956025,1622799.55366747,Operational,2580541.317772859,N,1583526.3699275414,0.0769954342817641,0.5362097473352849,2.3158460995635908,0.1105747107774751,588.6705246574662,1029.081261530138,0.7852489385256163,Bid opened,N,N,503.0941711452266,845.2188433134982,290.1739955628571,Bid opened,548.0646666113822,268.1202915657318,279.9443750456505,1959997.1831825643,10339969.026283965,4538856.371450903,288290.9319751259,1515888.548945733,1,0.480175605372469,1.72,44.63
83,RAGHUNATHPUR TPP1,RAGHUNATHPUR TPP,West Bengal,ER,CENTRAL SECTOR, 5-10 years,5.7577002053388,600.0,4.51371264557479,0.3134522670538048,0.85,0.15,4.868363031203811,1066171.5038336343,12.333512604004106,12.24,Contracted,0.0,0.0,2625.373021453798,2802.7402493911018,0.3275724984496777,974736.4479953822,Operational,2842324.55336846,N,1066171.5038336343,0.0788994545749654,0.3561294658439752,1.9766029066928628,0.1897259017095684,325.6463400355103,874.9449548618934,0.5992396863209807,Bid Awarded,N,N,301.68093065457083,766.3083138925381,188.07136023228293,Bid Awarded,276.700656881551,224.2041090894481,52.49654779210295,1296703.3208586508,5114187.231931714,2941782.8776211734,192432.6199933889,1006793.6696374152,1,0.0774651127780802,1.99,38.17
84,KALISINDH TPS1,KALISINDH TPS,Rajasthan,NR,STATE SECTOR, 5-10 years,6.00958247775496,600.0,10.7280719165688,0.7450049942061666,0.85,0.15,10.880663960871548,2382865.407430869,12.34149097498289,12.24,Contracted,0.0,0.0,2627.2975372758383,2662.0058623351124,0.3273325490540774,2199925.3717949865,Operational,2842934.475511074,N,2382865.407430869,0.0673386492052419,0.722413871438434,2.426982869291067,0.0302370641984369,950.3449068142796,1082.68947182587,0.8613652481595724,NIT issued,N,N,680.8769025705484,766.7055281272828,447.0029965237,Bid opened,897.8646936802343,404.3915138015626,493.47317987867183,2927214.5091795297,17472343.960060276,6991951.139156258,477377.2448218558,2042295.8007667968,1,0.7332776481482451,2.8,45.46
85,DERANG TPP1,DERANG TPP,Odisha,ER,PVT SECTOR, 5-10 years,6.09171800136892,600.0,7.01813035918045,0.4873701638319757,0.85,0.15,6.4089638181367885,1403563.0761719567,11.45434151769336,12.24,Contracted,0.0010423923581497,1463.0634247828305,2628.160109977567,2748.0350900754347,0.3272251171970419,1995409.7020794332,Operational,2116682.601938889,N,1403563.076171957,0.0598667116011579,0.4201523861923871,1.7662377077875002,0.1435000566249454,452.4425564671751,783.5949353550199,0.518096270745668,Technical Bid evaluation un,N,N,618.0235907561674,1030.847887584076,292.4220982991854,Technical specification prep,364.7094659844751,287.4109008341377,77.29856515033741,1976822.020609538,6875021.257785734,4574020.843748524,316560.6718525046,1187789.282470871,1,0.0837909368365761,1.66,41.32
86,BARADARHA TPS1,BARADARHA TPS,Chhattisgarh,WR,PVT SECTOR, 5-10 years,6.25325119780971,600.0,8.95388699744325,0.6217977081557813,0.85,0.15,8.284411134574455,1814286.0384718056,11.459458081690624,12.24,Contracted,0.0,0.0,2629.159297147159,2704.5964026048528,0.3271007583805083,2167254.603089361,Operational,2447080.4979040544,N,1814286.0384718052,0.0578184347565399,0.5176997311791038,1.8643603651342688,0.0855515399182925,609.3044291652361,829.4671529008723,0.5747762311977415,NIT issued,N,N,670.7652996561574,891.3634669432877,373.0786248934688,Bid Awarded,508.0491627053648,347.4371925041723,160.6119702011925,2482206.6826680764,9730889.877313113,5835637.650318155,414584.6530500926,1463559.9188314984,1,0.1399765094174352,1.59,43.4
87,OP JINDAL TPS21,OP JINDAL TPS2,Chhattisgarh,WR,PVT SECTOR, 5-10 years,6.17659137577002,600.0,1.81804333283781,0.1262530092248479,0.85,0.15,1.387320875075592,303823.27164155466,11.457029881827516,12.24,Contracted,0.0085516716266012,2598.196851598243,2630.5015971980297,2869.7515084349607,0.3269338444485489,487122.6309419124,Operational,2345602.043765348,N,303823.27164155466,0.0578037096947538,0.1050896490238394,1.939273015628061,0.2608467966096222,128.68740674644283,855.4336652017112,0.6057652162997345,Unknown,N,N,151.6542505266933,935.892682277523,75.75180553490875,Bid opened,115.35746922905226,75.75257563472061,39.604893594331664,534776.5911731714,2082335.5364331212,1184897.9248953792,83147.431599295,297093.0617349512,1,0.1399765094174352,1.59,43.4
88,OP JINDAL TPS22,OP JINDAL TPS2,Chhattisgarh,WR,PVT SECTOR, 5-10 years,6.17659137577002,600.0,7.694593191445,0.5343467494059028,0.85,0.15,7.065251510336664,1547290.080763729,11.457029881827516,12.24,Contracted,0.0085516716266012,13231.91668178872,2630.5015971980297,2734.847471030821,0.3269338444485489,1964755.698508572,Operational,2345602.043765348,N,1547290.0807637293,0.0578037096947538,0.4447760310575159,1.9254453517941377,0.1145820954237567,540.7664323461327,855.4336652017112,0.6057652162997345,Unknown,N,N,611.6807842600487,935.892682277523,320.6080496435417,Bid opened,465.2816983580768,305.5397043804499,159.74199397762692,2156962.71984902,8813169.934696862,5014901.097668535,351908.9174136589,1257401.409944964,1,0.1399765094174352,1.59,43.4
89,SHREE SINGAJI TPP1,SHREE SINGAJI TPP,Madhya Pradesh,WR,STATE SECTOR, 5-10 years,6.50513347022587,600.0,7.38457388991694,0.512817631244232,0.85,0.15,7.665868101459777,1678825.1142196914,12.357187552669403,12.24,Contracted,0.0024167248138043,4057.2583115727007,2631.6286771121304,2743.091457370567,0.3267938244782079,1719091.630007515,Operational,2580541.317772859,N,1678825.1142196911,0.0769954342817641,0.5685784736399309,2.322344029904584,0.1014789563735717,625.9575196622825,1032.4262148500752,0.7852489385256163,Bid opened,N,N,532.9462759382468,847.4688263664673,307.6905787465392,Bid opened,580.5851862266094,284.0297484825859,296.55543774402344,2076297.559259672,10964149.450219868,4812848.033023081,355694.6963069309,1607396.3624329246,1,0.480175605372469,1.72,44.63
90,AKALTARA TPS4,AKALTARA TPS,Chhattisgarh,WR,PVT SECTOR, 5-10 years,5.7577002053388,600.0,10.0381337418773,0.6970926209637014,0.85,0.15,9.316315267258377,2040273.043529584,11.443761504004106,12.24,Not contracted,0.0438317109398562,89428.65828236942,2635.25512614277,2685.8019019196545,0.3263441142637238,2299874.884521478,Operational,2567242.293955293,N,2040273.043529584,0.0800306361552132,0.803358229173551,1.843027054727957,0.0579875052371516,675.2701503818968,821.0760835217886,0.5332419280097856,Unknown,N,N,733.3437483220856,877.3739262994158,418.2555725782208,Unknown,524.7399253172723,412.7854896965927,111.95443562067943,2763444.966304935,10120906.57508747,6542288.418399208,427954.6633716877,2271129.061635712,1,0.1399765094174352,1.59,43.4
91,MAHAN TPP1,MAHAN TPP,Madhya Pradesh,WR,PVT SECTOR, 5-10 years,7.25256673511293,600.0,5.73500182742729,0.3982640157935618,0.85,0.15,5.205973132275266,1140108.115968283,11.491111401334702,12.24,Not contracted,0.0,0.0,2636.7946044845994,2786.1255108669025,0.3261535800085952,1160554.8031902444,Operational,3015176.218014481,N,1140108.1159682833,0.0929209554053553,0.5329018490560025,1.885117180391156,0.1674881271712043,394.6069923177119,835.3566562486789,0.5249367620772207,Feasibility study under process,N,N,359.19171158738067,725.520667351635,238.9584094761371,Feasibility study under proc,306.1498775289772,259.2813796134709,46.868497915506246,1637789.5768670065,5692233.370648112,3737750.1635138574,307978.94842329895,1506536.974962677,1,0.480175605372469,1.72,44.63
92,AKALTARA TPS3,AKALTARA TPS,Chhattisgarh,WR,PVT SECTOR, 5-10 years,6.75701574264202,600.0,3.90044744004802,0.2708644055588902,0.85,0.15,3.417727557510694,748482.335094842,11.475414823648189,12.24,Not contracted,0.0438317109398562,32807.261355465715,2642.8904334802105,2834.3359818973217,0.3254013065034765,943068.0160722544,Operational,2567242.293955293,N,748482.3350948419,0.0800306361552132,0.3121552899170158,1.8656512298216292,0.2169639057586772,265.6059215633778,824.7314965810014,0.5332419280097856,Feasiblity Study Completed,N,N,300.7089813813919,879.9160025905102,162.51864333533413,NIT issued,215.17059195410397,169.26346535262766,45.90712660147626,1133155.7987948083,3932609.901089284,2542091.266142937,195148.44642396743,882476.7394281601,1,0.1399765094174352,1.59,43.4
93,ANPARA C TPS2,ANPARA C TPS,Uttar Pradesh,NR,PVT SECTOR, 5-10 years,8.33949349760438,600.0,11.2935648233486,0.7842753349547639,0.85,0.15,10.611092824362736,2323829.328535439,11.52553980653662,12.24,Contracted,0.0,0.0,2645.099308629706,2666.8259900233074,0.3251295696892088,2240425.3461839263,Operational,2944010.5741732605,Pithead plant,2323829.328535439,0.0625400169545017,0.7062997355289863,1.6740051900449815,0.0274415900672155,690.0502436864172,746.8836309561069,0.4609190715884981,Tender specification made,N,N,693.4116446439252,745.3989942833061,470.5652009728584,Tender specification made,506.69109398338094,502.41955107288936,4.271542910491645,3087092.1495692004,9842328.945380898,7360507.465446099,697375.138774101,1996740.4295288075,1,0.5913331785557139,2.04,44.53
94,ANPARA C TPS1,ANPARA C TPS,Uttar Pradesh,NR,PVT SECTOR, 5-10 years,8.59137577002053,600.0,11.178778378092,0.7763040540341667,0.85,0.15,10.508164372508972,2301287.997579465,11.5335181775154,12.24,Contracted,0.0,0.0,2647.023824451745,2671.3855817448057,0.3248931845855691,2221445.5524576446,Operational,2944010.5741732605,Pithead plant,2301287.997579465,0.0625400169545017,0.6991209892964915,1.6763376104825405,0.0307269744937096,683.988342157229,747.8049953436343,0.4609190715884981,Tender specification made,N,N,687.537398485641,745.9413301243653,465.7824324205,Tender specification made,502.39865350410815,498.1632970273544,4.235356476753881,3060939.806527444,9742292.688418817,7285696.145862004,711136.2190358024,1976445.7980647103,1,0.5913331785557139,2.04,44.53
95,RAJIV GANDHI TPS2,RAJIV GANDHI TPS,Haryana,NR,STATE SECTOR, 5-10 years,9.59069130732375,600.0,5.21907769103407,0.3624359507662548,0.85,0.15,5.6712977109556135,1242014.1986992792,12.45492259715948,12.24,Contracted,0.0,0.0,2654.6591317891853,2815.8337646212435,0.3239587296544464,1222672.0097248529,Operational,2632297.18141059,N,1242014.1986992792,0.0601330508226969,0.3138390640425554,2.930861845259712,0.1162716991404247,558.3184420315739,1302.011184144414,1.1162677565513563,Retendering to be done,N,N,378.416987009842,836.6812396898001,217.4615704597529,NIT issued,598.772738032313,227.0516447336284,371.7210932986847,1506345.6562160093,11015501.917071676,3401499.961126464,370629.0120566899,887236.842967122,1,0.8622503374774995,3.24,45.62
96,STERLITE TPP2,STERLITE TPP,Odisha,ER,PVT SECTOR, 5-10 years,9.42368240930869,600.0,1.36523654376171,0.0948080933167854,0.85,0.15,2.1199,464258.0999999999,11.559881490314853,12.24,Not contracted,0.069427017984107,32232.055457967366,2669.03580412039,2918.680498942948,0.3222137367630489,412366.30177369184,Operational,2116193.6556128594,N,464258.0999999999,0.05,0.0682618271880855,2.051948609555428,0.2572340990306966,102.2509258105426,905.296606259443,0.6616566674762331,Feasibility Study started,N,N,133.74260226084422,1096.506285627578,56.884855990071244,Feasibility Study started,96.23211231338152,70.0952521579032,26.136860155478345,408430.6508639613,1707979.863441013,889784.0433591601,95263.00645495436,192979.188981114,1,0.0837909368365761,1.66,41.32
97,NORTH CHENNAI TPS4,NORTH CHENNAI TPS,Tamil Nadu,SR,STATE SECTOR, 5-10 years,6.60095824777549,600.0,8.30273486388794,0.576578809992218,0.85,0.15,8.556031759563016,1873770.9553443005,12.360222802498289,12.24,Contracted,0.1771711606102861,331978.1748761944,2671.7601960456723,2762.1453669319726,0.3218851756504343,2236909.5538961957,Operational,2245243.2065429385,N,1873770.9553443005,0.0787763292499882,0.6540589753129931,3.2515193518233327,0.0587737656669621,985.3723625291314,1448.509786528713,1.272601066445391,Requsted for FGD implementation,N,N,776.9765750207565,1107.9473374860345,345.9472859953308,Requsted for FGD impleme,1065.2532009466277,487.4915772489287,577.761623697699,2350669.465308145,19978165.23210768,5411253.47976235,405811.0727514741,1849053.5018047448,1,0.2893427362389895,3.9,37.96
98,RAJIV GANDHI TPS1,RAJIV GANDHI TPS,Haryana,NR,STATE SECTOR, 10-15 years,10.17659137577,600.0,4.03379315761325,0.2801245248342534,0.8,0.15,4.5446325332039335,995274.5247716616,12.473480981827516,11.52,Contracted,0.0,0.0,2675.664282940452,2847.520142616562,0.32141550996633,955629.6718078452,Operational,2632297.18141059,N,995274.5247716616,0.0601330508226969,0.2425642889550046,2.9384479960610435,0.1236570872042794,432.63783684873925,1228.1517633163946,1.1162677565513563,Retendering to be done,N,N,295.76738342452813,793.6955582774426,168.07471490055207,NIT issued,467.995497224208,177.4615653375894,290.5339318866186,1177346.494913891,8513813.913345955,2628998.470818911,303956.6846705794,685739.917704512,1,0.8622503374774995,3.24,45.62
